Polling Firm,Fieldwork Date,Sample Size,Others,Don't know,Lead,United Right,Civic Coalition,Third Way,Polish Coalition,Poland 2050,The Left,Confederation,Nonpartisan Local Gov. Activists,There is One Poland,Kukiz'15,AGROunia,Agreement,Independents & Local Gov. Activists,Agreement + Polish Coalition,AGROunia + Agreement,Polish Coalition + Kukiz'15,Law and Justice,Civic Platform,.Nowoczesna,Democratic Left Alliance,Polish People's Party,KORWiN,Razem,Spring,Civic Platform + .Nowoczesna,Civic Platform + .Nowoczesna + Democratic Left Alliance + Polish People's Party,Your Movement,Democratic Left Alliance + Your Movement,Congress of the New Right,Solidarity Poland,Solidarity Poland + Poland Together,Palikot's Movement,Poland Together
Kantar Public,22.12.2016,,,9.0,16.0,,,,,,,,,,9.0,,,,,,,35.0,19.0,18.0,3.0,3.0,2.0,2.0,,,,,,,,,,
IPSOS,21.12.2016,,,1.0,14.0,,,,,,,,,,10.0,,,,,,,35.0,21.0,20.0,4.0,3.0,4.0,2.0,,,,,,,,,,
IBRiS,20.12.2016,,,6.3,8.0,,,,,,,,,,9.7,,,,,,,30.3,17.7,22.3,3.8,4.9,2.5,2.5,,,,,,,,,,
Pollster,15.12.2016,,,0.0,12.0,,,,,,,,,,12.0,,,,,,,33.0,13.0,21.0,8.0,3.0,3.0,7.0,,,,,,,,,,
CBOS,11.12.2016,,,15.0,20.0,,,,,,,,,,7.0,,,,,,,36.0,16.0,14.0,4.0,3.0,3.0,2.0,,,,,,,,,,
IBRiS,11.12.2016,,,8.7,10.1,,,,,,,,,,8.6,,,,,,,30.1,15.2,20.0,5.2,5.4,2.8,4.0,,,,,,,,,,
Kantar Public,07.12.2016,,,16.0,17.0,,,,,,,,,,8.0,,,,,,,35.0,18.0,10.0,4.0,5.0,1.0,2.0,,,,1.0,,,,,,
Millward Brown,25.11.2016,,,9.0,15.0,,,,,,,,,,8.0,,,,,,,34.0,17.0,19.0,5.0,2.0,4.0,2.0,,,,,,,,,,
Pollster,24.11.2016,,,2.0,10.0,,,,,,,,,,10.0,,,,,,,33.0,13.0,23.0,8.0,3.0,4.0,4.0,,,,,,,,,,
PASP,21.11.2016,,,8.5,16.0,,,,,,,,,,18.0,,,,,,,34.0,13.5,7.0,3.5,7.0,6.0,2.5,,,,,,,,,,
IBRiS,19.11.2016,,,10.8,9.8,,,,,,,,,,9.1,,,,,,,29.7,14.2,19.9,4.5,4.3,3.5,4.0,,,,,,,,,,
Kantar Public,17.11.2016,,,17.0,15.0,,,,,,,,,,8.0,,,,,,,34.0,19.0,9.0,4.0,5.0,1.0,2.0,,,,1.0,,,,,,
CBOS,13.11.2016,,,13.0,21.0,,,,,,,,,,6.0,,,,,,,38.0,14.0,17.0,5.0,4.0,2.0,1.0,,,,,,,,,,
IBRiS,10.11.2016,,,9.7,8.2,,,,,,,,,,7.4,,,,,,,30.6,14.2,22.4,4.9,5.7,2.0,3.1,,,,,,,,,,
TNS Poland,26.10.2016,,,15.0,10.0,,,,,,,,,,11.0,,,,,,,29.0,14.0,19.0,2.0,3.0,3.0,3.0,,,,1.0,,,,,,
IBRiS,22.10.2016,,,9.3,10.1,,,,,,,,,,8.9,,,,,,,30.2,16.7,20.1,5.7,5.1,1.1,2.9,,,,,,,,,,
CBOS,19.10.2016,,,12.0,22.0,,,,,,,,,,6.0,,,,,,,38.0,15.0,16.0,4.0,4.0,3.0,2.0,,,,,,,,,,
Dobra Opinia,16.10.2016,,,2.7,13.2,,,,,,,,,,8.6,,,,,,,33.9,20.7,17.5,6.0,4.2,2.2,4.2,,,,,,,,,,
IBRiS,13.10.2016,,,9.4,6.4,,,,,,,,,,6.8,,,,,,,29.3,16.3,22.9,5.3,5.2,1.4,3.4,,,,,,,,,,
TNS Poland,12.10.2016,,,19.0,19.0,,,,,,,,,,9.0,,,,,,,34.0,15.0,11.0,3.0,3.0,3.0,3.0,,,,,,,,,,
Pollster,11.10.2016,,,21.0,6.0,,,,,,,,,,7.0,,,,,,,24.0,13.0,18.0,6.0,2.0,5.0,4.0,,,,,,,,,,
IBRiS,08.10.2016,,,7.8,5.5,,,,,,,,,,6.7,,,,,,,29.8,16.1,24.3,4.7,5.1,1.6,3.9,,,,,,,,,,
Millward Brown,05.10.2016,,,8.0,8.0,,,,,,,,,,8.0,,,,,,,30.0,16.0,22.0,5.0,2.0,5.0,4.0,,,,,,,,,,
IPSOS,30.09.2016,,,8.0,12.0,,,,,,,,,,11.0,,,,,,,34.0,14.0,22.0,3.0,2.0,3.0,3.0,,,,,,,,,,
IBRiS,29.09.2016,,,6.0,4.3,,,,,,,,,,10.0,,,,,,,29.4,12.8,25.1,5.2,3.2,3.3,5.0,,,,,,,,,,
IBRiS,24.09.2016,,,7.2,11.4,,,,,,,,,,10.9,,,,,,,31.8,15.2,20.4,5.1,4.0,1.9,3.5,,,,,,,,,,
TNS Poland,20.09.2016,,,1.7,16.5,,,,,,,,,,12.6,,,,,,,36.1,17.1,19.6,4.9,2.5,3.7,1.8,,,,,,,,,,
IBRiS,16.09.2016,,,9.7,11.1,,,,,,,,,,9.0,,,,,,,31.2,18.2,20.1,4.1,3.5,1.9,2.3,,,,,,,,,,
Pollster,15.09.2016,,,28.0,8.0,,,,,,,,,,9.0,,,,,,,23.0,9.0,15.0,6.0,2.0,4.0,4.0,,,,,,,,,,
CBOS,15.09.2016,,,15.0,19.0,,,,,,,,,,6.0,,,,,,,36.0,17.0,16.0,3.0,3.0,2.0,2.0,,,,,,,,,,
TNS Poland,14.09.2016,,,17.0,19.0,,,,,,,,,,9.0,,,,,,,36.0,17.0,11.0,3.0,3.0,2.0,1.0,,,,1.0,,,,,,
IBRiS,27.08.2016,,,8.3,9.7,,,,,,,,,,10.6,,,,,,,28.6,17.4,18.9,5.3,5.2,1.9,3.8,,,,,,,,,,
CBOS,25.08.2016,,,12.0,25.0,,,,,,,,,,8.0,,,,,,,41.0,16.0,12.0,3.0,3.0,2.0,3.0,,,,,,,,,,
IBRiS,19.08.2016,,,5.3,15.9,,,,,,,,,,10.1,,,,,,,34.3,18.4,17.9,4.8,3.2,2.5,3.5,,,,,,,,,,
TNS Poland,10.08.2016,,,17.0,18.0,,,,,,,,,,9.0,,,,,,,36.0,18.0,8.0,3.0,5.0,3.0,,,,,1.0,,,,,,
IBRiS,30.07.2016,,,5.0,13.4,,,,,,,,,,10.6,,,,,,,31.8,18.3,18.4,6.4,4.1,3.2,2.2,,,,,,,,,,
Pollster,23.07.2016,,,23.0,10.0,,,,,,,,,,9.0,,,,,,,25.0,12.0,15.0,7.0,2.0,4.0,3.0,,,,,,,,,,
IBRiS,22.07.2016,,,7.4,13.5,,,,,,,,,,7.9,,,,,,,33.2,17.5,19.7,5.3,3.1,3.2,2.7,,,,,,,,,,
Millward Brown,21.07.2016,,,10.0,14.0,,,,,,,,,,7.0,,,,,,,33.0,19.0,18.0,4.0,2.0,3.0,4.0,,,,,,,,,,
Pollster,18.07.2016,,,21.0,9.0,,,,,,,,,,8.0,,,,,,,25.0,10.0,16.0,6.0,4.0,5.0,5.0,,,,,,,,,,
Pracownia Mediowa,08.07.2016,,,26.7,4.2,,,,,,,,,,4.0,,,,,,,24.0,19.8,15.5,2.0,3.0,2.0,3.0,,,,,,,,,,
CBOS,07.07.2016,,,11.0,24.0,,,,,,,,,,8.0,,,,,,,39.0,15.0,14.0,3.0,3.0,4.0,3.0,,,,,,,,,,
TNS Poland,06.07.2016,,,17.0,18.0,,,,,,,,,,8.0,,,,,,,36.0,18.0,10.0,4.0,4.0,1.0,2.0,,,,,,,,,,
IBRiS,05.07.2016,,,6.9,11.6,,,,,,,,,,10.3,,,,,,,32.2,15.4,20.6,5.4,2.5,3.3,3.4,,,,,,,,,,
IPSOS,28.06.2016,,,7.0,15.0,,,,,,,,,,7.0,,,,,,,35.0,15.0,20.0,2.0,3.0,8.0,3.0,,,,,,,,,,
TNS Poland,28.06.2016,,,10.0,12.0,,,,,,,,,,9.0,,,,,,,30.0,18.0,16.0,3.0,3.0,6.0,4.0,,,,1.0,,,,,,
IBRiS,24.06.2016,,,5.1,15.9,,,,,,,,,,11.0,,,,,,,35.5,15.4,19.6,4.7,3.2,3.5,2.0,,,,,,,,,,
Pollster,20.06.2016,,,19.0,10.0,,,,,,,,,,8.0,,,,,,,29.0,9.0,19.0,5.0,2.0,4.0,5.0,,,,,,,,,,
PASP,12.06.2016,,,4.0,22.0,,,,,,,,,,19.0,,,,,,,41.0,14.0,6.0,3.0,4.5,7.0,1.5,,,,,,,,,,
Millward Brown,10.06.2016,,,8.0,15.0,,,,,,,,,,7.0,,,,,,,36.0,14.0,21.0,4.0,2.0,5.0,3.0,,,,,,,,,,
CBOS,09.06.2016,,,14.0,20.0,,,,,,,,,,9.0,,,,,,,35.0,15.0,14.0,5.0,2.0,3.0,3.0,,,,,,,,,,
TNS Poland,08.06.2016,,,13.0,23.0,,,,,,,,,,9.0,,,,,,,40.0,17.0,9.0,3.0,2.0,4.0,2.0,,,,1.0,,,,,,
IBRiS,04.06.2016,,,5.7,13.4,,,,,,,,,,7.9,,,,,,,32.7,18.2,19.3,3.7,4.6,5.0,2.9,,,,,,,,,,
CBOS,29.05.2016,,,13.0,20.0,,,,,,,,,,6.0,,,,,,,36.0,16.0,14.0,4.0,5.0,3.0,3.0,,,,,,,,,,
IBRiS,27.05.2016,,,5.8,11.5,,,,,,,,,,7.5,,,,,,,32.6,16.2,21.1,4.9,4.2,3.9,3.8,,,,,,,,,,
Pollster,25.05.2016,,,20.0,11.0,,,,,,,,,,7.0,,,,,,,28.0,12.0,17.0,7.0,2.0,5.0,2.0,,,,,,,,,,
Millward Brown,24.05.2016,,,5.0,17.0,,,,,,,,,,5.0,,,,,,,37.0,17.0,20.0,5.0,4.0,4.0,3.0,,,,,,,,,,
Millward Brown,22.05.2016,,,11.0,15.0,,,,,,,,,,4.0,,,,,,,34.0,14.0,19.0,5.0,4.0,6.0,3.0,,,,,,,,,,
TNS Poland,18.05.2016,,,14.0,22.0,,,,,,,,,,7.0,,,,,,,39.0,17.0,11.0,4.0,4.0,2.0,2.0,,,,,,,,,,
Dobra Opinia,17.05.2016,,,1.7,18.1,,,,,,,,,,9.0,,,,,,,37.1,19.0,18.0,4.0,3.9,4.7,2.6,,,,,,,,,,
CBOS,12.05.2016,,,11.0,16.0,,,,,,,,,,8.0,,,,,,,34.0,16.0,18.0,4.0,4.0,3.0,2.0,,,,,,,,,,
TNS Poland,10.05.2016,,,9.0,14.0,,,,,,,,,,9.0,,,,,,,34.0,17.0,20.0,3.0,2.0,4.0,2.0,,,,,,,,,,
IBRiS,08.05.2016,,,6.8,12.4,,,,,,,,,,10.4,,,,,,,33.1,11.9,20.7,5.6,5.3,3.0,3.2,,,,,,,,,,
IBRiS,29.04.2016,,,7.2,11.5,,,,,,,,,,8.4,,,,,,,34.0,16.0,22.5,5.1,3.5,1.4,1.9,,,,,,,,,,
Pollster,28.04.2016,,,15.0,8.0,,,,,,,,,,9.0,,,,,,,28.0,12.0,20.0,6.0,3.0,4.0,3.0,,,,,,,,,,
Millward Brown,28.04.2016,,,9.0,11.0,,,,,,,,,,7.0,,,,,,,33.0,15.0,22.0,4.0,3.0,4.0,3.0,,,,,,,,,,
IBRiS,14.04.2016,,,7.9,10.5,,,,,,,,,,13.1,,,,,,,30.9,12.8,20.4,4.6,4.6,2.7,3.0,,,,,,,,,,
TNS Poland,13.04.2016,,,19.0,16.0,,,,,,,,,,8.0,,,,,,,34.0,18.0,9.0,3.0,3.0,2.0,2.0,,,,2.0,,,,,,
TNS Poland,13.04.2016,,,10.0,15.0,,,,,,,,,,12.0,,,,,,,32.0,15.0,17.0,4.0,3.0,4.0,3.0,,,,,,,,,,
IBRiS,08.04.2016,,,6.6,5.7,,,,,,,,,,11.7,,,,,,,27.6,15.0,21.9,4.6,4.6,4.9,3.1,,,,,,,,,,
Pollster,07.04.2016,,,16.0,7.0,,,,,,,,,,10.0,,,,,,,26.0,12.0,19.0,6.0,2.0,4.0,5.0,,,,,,,,,,
CBOS,07.04.2016,,,11.0,20.0,,,,,,,,,,8.0,,,,,,,38.0,13.0,18.0,4.0,3.0,2.0,3.0,,,,,,,,,,
IBRiS,01.04.2016,,,6.1,6.6,,,,,,,,,,11.5,,,,,,,29.3,14.3,22.7,4.1,2.4,5.0,4.6,,,,,,,,,,
Millward Brown,23.03.2016,,,7.0,11.0,,,,,,,,,,10.0,,,,,,,29.0,17.0,18.0,6.0,3.0,5.0,5.0,,,,,,,,,,
CBOS,19.03.2016,,,9.0,18.0,,,,,,,,,,12.0,,,,,,,34.0,14.0,16.0,4.0,3.0,6.0,2.0,,,,,,,,,,
IBRiS,17.03.2016,,,5.7,10.0,,,,,,,,,,6.7,,,,,,,33.5,15.7,23.5,5.4,3.3,2.5,3.7,,,,,,,,,,
TNS Poland,16.03.2016,,,11.0,7.0,,,,,,,,,,14.0,,,,,,,26.0,15.0,19.0,3.0,2.0,5.0,4.0,,,,1.0,,,,,,
IBRiS,12.03.2016,,,5.1,10.8,,,,,,,,,,8.3,,,,,,,32.9,18.9,22.1,4.7,3.6,2.1,2.3,,,,,,,,,,
TNS Poland,09.03.2016,,,17.0,25.0,,,,,,,,,,9.0,,,,,,,38.0,12.0,13.0,3.0,5.0,2.0,1.0,,,,,,,,,,
CBOS,09.03.2016,,,10.0,19.0,,,,,,,,,,8.0,,,,,,,37.0,18.0,17.0,3.0,3.0,2.0,2.0,,,,,,,,,,
IBRiS,04.03.2016,,,4.3,10.4,,,,,,,,,,7.4,,,,,,,33.9,17.9,23.5,4.2,2.9,2.7,3.2,,,,,,,,,,
Millward Brown,26.02.2016,,,9.0,10.0,,,,,,,,,,8.0,,,,,,,32.0,17.0,22.0,4.0,2.0,3.0,3.0,,,,,,,,,,
Pollster,23.02.2016,,,12.0,5.0,,,,,,,,,,11.0,,,,,,,27.0,11.0,22.0,5.0,5.0,4.0,3.0,,,,,,,,,,
Dobra Opinia,16.02.2016,,,1.5,16.1,,,,,,,,,,11.6,,,,,,,34.5,18.0,18.4,4.8,4.2,4.0,3.1,,,,,,,,,,
IBRiS,13.02.2016,,,9.5,6.8,,,,,,,,,,8.6,,,,,,,30.5,14.4,23.7,4.8,3.6,2.7,2.2,,,,,,,,,,
TNS Poland,10.02.2016,,,10.0,25.0,,,,,,,,,,9.0,,,,,,,40.0,15.0,13.0,2.0,5.0,3.0,2.0,,,,1.0,,,,,,
CBOS,10.02.2016,,,12.0,15.0,,,,,,,,,,11.0,,,,,,,34.0,14.0,19.0,3.0,2.0,3.0,2.0,,,,,,,,,,
Pollster,08.02.2016,,,17.0,5.0,,,,,,,,,,10.0,,,,,,,26.0,12.0,21.0,4.0,4.0,3.0,3.0,,,,,,,,,,
PASP,06.02.2016,,,5.0,20.0,,,,,,,,,,19.0,,,,,,,39.0,14.0,7.0,,3.5,7.5,2.0,,,,,3.0,,,,,
IBRiS,05.02.2016,,,4.8,4.1,,,,,,,,,,6.9,,,,,,,30.3,15.2,26.2,5.7,4.6,3.6,2.7,,,,,,,,,,
TNS Poland,31.01.2016,,,19.0,6.0,,,,,,,,,,8.0,,,,,,,28.0,19.0,22.0,,,4.0,,,,,,,,,,,
TNS Poland,28.01.2016,,,0.6,6.8,,,,,,,,,,9.5,,,,,,,31.2,21.1,24.4,,2.0,4.2,3.5,,,,,3.5,,,,,
CBOS,28.01.2016,,,9.0,18.0,,,,,,,,,,11.0,,,,,,,36.0,14.0,18.0,3.0,2.0,4.0,2.0,,,,1.0,,,,,,
TNS Poland,27.01.2016,,,10.0,20.0,,,,,,,,,,10.0,,,,,,,37.0,17.0,13.0,,4.0,4.0,1.0,,,,,4.0,,,,,
TNS Poland,20.01.2016,,,10.0,22.0,,,,,,,,,,11.0,,,,,,,38.0,16.0,15.0,,3.0,3.0,2.0,,,,,2.0,,,,,
Pollster,18.01.2016,,,13.0,3.0,,,,,,,,,,8.0,,,,,,,27.0,12.0,24.0,,4.0,4.0,3.0,,,,,5.0,,,,,
IBRiS,16.01.2016,,,7.6,3.4,,,,,,,,,,4.8,,,,,,,31.6,13.6,28.2,5.0,4.6,2.9,1.7,,,,,,,,,,
Millward Brown,14.01.2016,,,8.0,3.0,,,,,,,,,,9.0,,,,,,,30.0,14.0,27.0,5.0,2.0,4.0,1.0,,,,,,,,,,
CBOS,14.01.2016,,,6.0,17.0,,,,,,,,,,9.0,,,,,,,39.0,13.0,22.0,2.0,2.0,3.0,3.0,,,,1.0,,,,,,
PressMix,09.01.2016,,,23.0,36.0,,,,,,,,,,5.0,,,,,,,48.0,7.0,9.0,1.0,2.0,1.0,4.0,,,,,,,,,,
IBRiS,07.01.2016,,,4.5,2.3,,,,,,,,,,7.0,,,,,,,27.3,16.2,29.6,,4.5,3.3,2.2,,,,,5.4,,,,,
PASP,20.12.2015,,,2.0,17.0,,,,,,,,,,21.0,,,,,,,38.0,16.0,6.0,,6.0,4.0,3.0,,,,,4.0,,,,,
IBRiS,17.12.2015,,,4.1,2.9,,,,,,,,,,7.7,,,,,,,27.9,12.7,30.8,,3.8,5.0,1.9,,,,,6.1,,,,,
Millward Brown,17.12.2015,,,6.0,5.0,,,,,,,,,,6.0,,,,,,,33.0,14.0,28.0,4.0,4.0,4.0,1.0,,,,,,,,,,
IBRiS,15.12.2015,,,3.1,3.6,,,,,,,,,,7.9,,,,,,,27.3,14.4,30.9,,5.6,3.9,1.6,,,,,5.3,,,,,
IBRiS,12.12.2015,,,4.3,4.5,,,,,,,,,,5.3,,,,,,,29.8,14.8,25.3,,5.7,5.7,1.7,,,,,7.4,,,,,
TNS Poland,11.12.2015,,,7.0,3.0,,,,,,,,,,12.0,,,,,,,27.0,16.0,24.0,,4.0,,4.0,,,,,6.0,,,,,
IPSOS,11.12.2015,,,9.0,15.0,,,,,,,,,,6.0,,,,,,,33.0,17.0,18.0,,3.0,6.0,2.0,,,,,6.0,,,,,
CBOS,10.12.2015,,,8.0,14.0,,,,,,,,,,8.0,,,,,,,35.0,15.0,21.0,3.0,3.0,3.0,3.0,,,,1.0,,,,,,
TNS Poland,09.12.2015,,,9.0,25.0,,,,,,,,,,12.0,,,,,,,42.0,17.0,10.0,,3.0,2.0,1.0,,,,,4.0,,,,,
PressMix,06.12.2015,,,7.0,33.0,,,,,,,,,,10.0,,,,,,,45.0,10.0,12.0,,4.0,3.0,6.0,,,,,3.0,,,,,
IBRiS,05.12.2015,,,4.8,11.8,,,,,,,,,,6.1,,,,,,,31.8,18.0,20.0,,6.4,3.7,1.3,,,,,7.9,,,,,
Millward Brown,03.12.2015,,,6.0,12.0,,,,,,,,,,7.0,,,,,,,32.0,19.0,20.0,,4.0,4.0,2.0,,,,,6.0,,,,,
IBRiS,28.11.2015,,,3.6,11.8,,,,,,,,,,7.0,,,,,,,34.6,14.8,22.8,,4.9,5.4,1.5,,,,,5.4,,,,,
Estymator Archived 20160129 at the Wayback Machine,27.11.2015,,,2.0,25.0,,,,,,,,,,8.0,,,,,,,42.0,16.0,17.0,,4.0,4.0,3.0,,,,,4.0,,,,,
IPSOS,19.11.2015,,,10.0,17.0,,,,,,,,,,10.0,,,,,,,35.0,18.0,10.0,,4.0,6.0,3.0,,,,,4.0,,,,,
Millward Brown,18.11.2015,,,6.0,13.0,,,,,,,,,,7.0,,,,,,,35.0,22.0,9.0,,5.0,5.0,4.0,,,,,7.0,,,,,
IBRiS,14.11.2015,,,4.6,15.7,,,,,,,,,,6.9,,,,,,,35.3,19.6,13.8,,5.1,4.0,2.9,,,,,7.8,,,,,
TNS Poland,12.11.2015,,,9.0,27.0,,,,,,,,,,9.0,,,,,,,44.0,17.0,8.0,,4.0,3.0,1.0,,,,,5.0,,,,,
IBRiS,06.11.2015,,,2.7,14.5,,,,,,,,,,7.6,,,,,,,34.4,19.9,13.5,,5.0,3.8,4.2,,,,,8.9,,,,,
IBRiS,03.11.2015,,,4.5,16.7,,,,,,,,,,10.4,,,,,,,35.7,19.0,11.8,,4.1,3.6,5.1,,,,,5.8,,,,,
Parliamentary Election,25.10.2015,,,0.86,13.49,,,,,,,,,,8.81,,,,,,,37.58,24.09,7.6,,5.13,4.76,3.62,,,,,7.55,,,,,
Election results,25.10.2015,,,0.8,13.5,,,,,,,,,,8.8,,,,,,,37.6,24.1,7.6,,5.1,4.8,3.6,,,,,7.6,,,,,
Late pollsIpsos,25.10.2015,,,0.8,14.1,,,,,,,,,,8.7,,,,,,,37.7,23.6,7.7,,5.2,4.9,3.9,,,,,7.5,,,,,
Exit pollsIpsos,25.10.2015,,,0.8,15.7,,,,,,,,,,9.0,,,,,,,39.1,23.4,7.1,,5.2,4.9,3.9,,,,,6.6,,,,,
IBRiS,23.10.2015,,,0.7,15.0,,,,,,,,,,10.2,,,,,,,37.4,22.4,7.8,,5.5,3.7,3.4,,,,,8.9,,,,,
IBRiS,22.10.2015,,,7.7,10.9,,,,,,,,,,6.7,,,,,,,35.3,24.4,6.2,,4.7,4.4,2.5,,,,,8.1,,,,,
Estymator,22.10.2015,,,1.0,14.0,,,,,,,,,,8.0,,,,,,,37.0,23.0,6.0,,6.0,6.0,5.0,,,,,8.0,,,,,
Millward Brown,22.10.2015,,,13.0,12.0,,,,,,,,,,6.0,,,,,,,32.0,20.0,8.0,,5.0,6.0,1.0,,,,,9.0,,,,,
Ipsos,22.10.2015,,,0.7,16.2,,,,,,,,,,12.5,,,,,,,38.3,22.1,6.6,,6.5,3.5,1.7,,,,,8.1,,,,,
IBRiS,21.10.2015,,,5.7,14.0,,,,,,,,,,5.9,,,,,,,37.0,23.0,6.4,,5.1,4.1,3.9,,,,,8.9,,,,,
TNS Poland,21.10.2015,,,0.6,13.7,,,,,,,,,,9.1,,,,,,,37.8,24.1,6.6,,4.8,4.9,3.5,,,,,8.6,,,,,
CBOS,21.10.2015,,,11.0,11.0,,,,,,,,,,6.0,,,,,,,36.0,25.0,5.0,,5.0,4.0,1.0,,,,,6.0,,,,,
TNS Poland,20.10.2015,,,7.1,6.2,,,,,,,,,,10.4,,,,,,,32.5,26.3,6.1,,4.8,5.3,0.3,,,,,7.5,,,,,
IBRiS,19.10.2015,,,9.0,14.0,,,,,,,,,,6.0,,,,,,,36.0,22.0,6.0,,6.0,4.0,1.0,,,,,11.0,,,,,
Dobra Opinia,19.10.2015,,,1.0,15.0,,,,,,,,,,7.5,,,,,,,39.5,24.5,6.0,,6.0,4.5,2.0,,,,,9.0,,,,,
IBRiS,16.10.2015,,,8.5,12.4,,,,,,,,,,5.3,,,,,,,35.3,22.9,7.1,,5.5,3.8,0.9,,,,,10.7,,,,,
IPSOS,15.10.2015,,,11.0,14.0,,,,,,,,,,8.0,,,,,,,36.0,22.0,4.0,,5.0,5.0,1.0,,,,,8.0,,,,,
Millward Brown,15.10.2015,,,13.0,10.0,,,,,,,,,,5.0,,,,,,,32.0,22.0,7.0,,5.0,5.0,1.0,,,,,10.0,,,,,
CBOS,15.10.2015,,,11.0,7.0,,,,,,,,,,8.0,,,,,,,34.0,27.0,7.0,,3.0,3.0,1.0,,,,,6.0,,,,,
TNS Poland,14.10.2015,,,0.7,8.8,,,,,,,,,,5.5,,,,,,,38.9,30.1,6.7,,5.5,4.7,,,,,,7.9,,,,,
Estymator,14.10.2015,,,3.0,16.0,,,,,,,,,,6.0,,,,,,,40.0,24.0,4.0,,6.0,7.0,1.0,,,,,9.0,,,,,
IBRiS,13.10.2015,,,7.9,15.9,,,,,,,,,,5.9,,,,,,,36.2,20.3,8.4,,6.4,3.1,0.5,,,,,11.1,,,,,
IBRiS,08.10.2015,,,8.1,13.6,,,,,,,,,,6.2,,,,,,,35.8,22.2,8.6,,6.7,2.3,0.2,,,,,9.3,,,,,
Ipsos,08.10.2015,,,10.0,11.0,,,,,,,,,,7.0,,,,,,,36.0,25.0,5.0,,6.0,3.0,,,,,,8.0,,,,,
Millward Brown,08.10.2015,,,12.0,16.0,,,,,,,,,,5.0,,,,,,,35.0,19.0,8.0,,5.0,5.0,1.0,,,,,11.0,,,,,
TNS Poland,07.10.2015,,,0.7,14.3,,,,,,,,,,6.0,,,,,,,42.0,27.7,8.0,,3.7,3.1,,,,,,8.8,,,,,
TNS Poland,07.10.2015,,,19.0,12.0,,,,,,,,,,6.0,,,,,,,36.0,24.0,4.0,,4.0,3.0,,,,,,4.0,,,,,
IBRiS,06.10.2015,,,8.5,9.4,,,,,,,,,,5.8,,,,,,,33.4,23.8,9.3,,6.6,3.2,,,,,,9.5,,,,,
Dobra Opinia,05.10.2015,,,0.0,12.4,,,,,,,,,,9.2,,,,,,,38.2,25.8,6.6,,5.3,4.7,1.3,,,,,8.6,,,,,
IBRiS,03.10.2015,,,5.0,10.0,,,,,,,,,,8.0,,,,,,,34.0,24.0,9.0,,6.0,3.0,1.0,,,,,10.0,,,,,
IBRiS,01.10.2015,,,7.6,12.4,,,,,,,,,,7.0,,,,,,,35.6,23.2,8.1,,6.2,2.5,0.5,,,,,9.3,,,,,
Millward Brown,01.10.2015,,,9.0,10.0,,,,,,,,,,7.0,,,,,,,32.0,22.0,6.0,,4.0,5.0,3.0,,,,,12.0,,,,,
IBRiS,29.09.2015,,,7.1,11.7,,,,,,,,,,6.9,,,,,,,36.0,24.3,8.1,,6.6,3.0,0.7,,,,,7.3,,,,,
Estymator,29.09.2015,,,3.0,16.0,,,,,,,,,,5.0,,,,,,,42.0,26.0,5.0,,6.0,5.0,1.0,,,,,7.0,,,,,
PressMix,25.09.2015,,,10.0,23.0,,,,,,,,,,4.0,,,,,,,44.0,21.0,5.0,,6.0,2.0,2.0,,,,,6.0,,,,,
IBRiS,24.09.2015,,,7.0,10.3,,,,,,,,,,5.0,,,,,,,37.6,27.3,6.0,,5.0,3.6,0.6,,,,,7.8,,,,,
IPSOS,24.09.2015,,,8.0,12.0,,,,,,,,,,7.0,,,,,,,38.0,26.0,6.0,,6.0,3.0,1.0,,,,,5.0,,,,,
CBOS,23.09.2015,,,8.0,4.0,,,,,,,,,,7.0,,,,,,,34.0,30.0,6.0,,5.0,4.0,1.0,,,,,5.0,,,,,
IBRiS,22.09.2015,,,7.0,11.4,,,,,,,,,,4.7,,,,,,,36.9,25.5,7.3,,5.8,3.6,0.9,,,,,8.3,,,,,
Dobra Opinia,21.09.2015,,,0.0,13.5,,,,,,,,,,9.8,,,,,,,39.2,25.7,5.5,,5.8,4.7,1.2,,,,,8.1,,,,,
Millward Brown,20.09.2015,,,11.0,11.0,,,,,,,,,,5.0,,,,,,,33.0,22.0,6.0,,6.0,7.0,2.0,,,,,8.0,,,,,
ewybory.eu,20.09.2015,,,2.5,13.4,,,,,,,,,,6.7,,,,,,,38.4,25.0,4.5,,5.0,4.2,0.9,,,,,12.8,,,,,
IBRiS,19.09.2015,,,16.0,17.0,,,,,,,,,,4.0,,,,,,,39.0,22.0,6.0,,5.0,,,,,,,8.0,,,,,
IBRiS,13.09.2015,,,13.1,14.6,,,,,,,,,,6.1,,,,,,,36.4,21.8,5.7,,5.2,3.0,1.3,,,,,8.8,,,,,
ewybory.eu,13.09.2015,,,2.1,12.9,,,,,,,,,,5.5,,,,,,,37.1,24.2,4.0,,5.5,6.3,0.1,,,,,15.3,,,,,
IPSOS,11.09.2015,,,13.0,11.0,,,,,,,,,,9.0,,,,,,,35.0,24.0,4.0,,5.0,4.0,,,,,,6.0,,,,,
TNS Poland,09.09.2015,,,23.0,15.0,,,,,,,,,,7.0,,,,,,,38.0,23.0,2.0,,2.0,2.0,,,,,,3.0,,,,,
Millward Brown,07.09.2015,,,0.0,13.0,,,,,,,,,,6.0,,,,,,,38.0,25.0,7.0,,5.0,5.0,,,,,,9.0,,,,,
